0,0
0.021,6.2412531
0.042,19.1629071
0.063,167.5355751
0.084,576.7427331
0.105,588.1741341
0.126,380.9853051
0.149,281.9920611
0.17,247.8311421
0.191,238.6207581
0.212,236.5985181
0.233,219.9196341
0.254,204.1243311
0.275,199.3640241
0.296,198.1828521
0.317,211.5169971
0.338,218.0134431
0.359,226.7941011
0.38,238.2932931
0.401,237.3131961
0.422,241.2657561
0.443,245.7445581
0.464,243.0375141
0.485,253.4474541
0.506,253.4474541
0.527,254.4206571
0.548,256.2533121
0.569,257.7929721
0.59,257.7757371
0.611,263.2288911
0.632,257.9653221
0.653,261.7432341
0.674,263.5299291
0.695,261.6892311
0.716,259.2751821
0.737,260.7263691
0.758,262.0247391
0.779,264.0894921
0.8,269.4783021
0.821,265.2867501
0.842,268.7693691
0.863,269.5139211
0.884,266.2783371
0.905,260.3150271
0.926,266.1760761
0.947,263.4828201
0.968,260.3161761
0.989,271.1592891
1.01,266.6908281
1.031,265.3016871
1.052,267.1458321
1.073,261.7857471
1.094,264.7478691
1.115,266.5989081
1.136,265.8991671
1.157,269.4622161
1.178,266.0715171
1.199,274.1650731
1.22,278.9288271
1.241,265.0764831
1.262,268.3316001
1.283,274.3948731
1.304,266.4587301
1.325,273.3182601
1.346,269.6989101
1.367,266.9987601
1.388,274.4833461
1.409,271.9061391
1.43,267.8421261
1.451,270.8559531
1.472,262.1568741
1.493,262.0982751
1.514,270.5606601
1.535,265.5636591
1.556,266.7241491
1.577,264.0239991
1.598,263.3127681
1.619,266.1703311
1.64,268.8164781
1.661,262.9060221
1.682,261.5398611
1.703,256.8404511
1.724,263.3265561
1.745,261.4628781
1.766,261.2744421
1.787,262.1936421
1.808,256.5290721
1.829,258.0400071
1.85,261.1043901
1.871,253.3612791
1.892,253.1268831
1.913,252.1238061
1.934,248.3217651
1.955,269.6196291
1.976,253.0050891
1.997,251.4413001
2.018,250.9748061
2.039,250.7036421
2.06,254.5665801
2.081,253.8622431
2.102,245.5124601
2.123,246.7510821
2.144,259.2361161
2.165,250.0027521
2.186,260.6103201
2.207,250.8553101
2.228,262.3464591
2.249,241.6610121
2.27,250.7806251
2.291,259.0499781
2.312,252.4627611
2.333,237.0087111
2.354,252.1835541
2.375,250.7737311
2.396,244.6897761
2.417,245.5561221
2.438,267.6054321
2.459,249.7878891
2.48,246.6901851
2.501,250.6450431
2.522,238.7701281
2.543,252.3708411
2.564,252.4685061
2.585,232.7367291
2.606,238.5759471
2.627,243.9555651
2.648,245.9364411
2.669,239.9972601
2.69,246.7143141
2.711,240.0524121
2.732,256.1613921
2.753,243.1696491
2.774,242.2389591
2.795,241.5874761
2.816,242.3929251
2.837,244.1727261
2.858,246.1593471
2.879,247.9736181
2.9,253.5209901
2.921,254.4183591
2.942,244.6702431
2.963,267.8674041
2.984,248.0115351
3.005,237.8256501
3.026,235.6080801
3.047,249.6143901
3.068,254.1621321
3.089,231.8037411
3.11,223.3298661
3.131,245.1976341
3.152,237.3086001
3.173,243.3201681
3.194,233.9765001
3.215,222.7059591
3.236,225.9484371
3.257,231.5521101
3.278,215.5637751
3.299,225.0751971
3.32,230.2066311
3.341,223.7975091
3.362,240.1627161
3.383,242.2458531
3.404,246.9176871
3.425,226.6091121
3.446,237.9612321
