3.467,214.5388671
3.488,215.6350131
3.509,220.9640751
3.53,224.5696371
3.551,227.9224191
3.572,236.7926991
3.593,226.4976591
3.614,220.9525851
3.635,244.7897391
3.656,212.3936841
3.677,218.0134431
3.698,228.3096321
3.719,219.9219321
3.74,251.1356661
3.761,218.1593661
3.782,226.4643381
3.803,207.8195151
3.824,227.8040721
3.845,233.9156031
3.866,230.8397301
3.887,218.8487661
3.908,204.2771481
3.929,208.2710721
3.95,219.9150381
3.971,213.2738181
3.992,199.3249581
4.013,224.2341291
4.034,215.5247091
4.055,212.5614381
4.076,211.4354181
4.097,208.2009831
4.118,197.9024961
4.139,210.7758921
4.16,230.3847261
4.181,213.4415721
4.202,229.3965861
4.223,249.1915581
4.244,201.4230321
4.265,215.6143311
4.286,255.9890421
4.307,216.4657401
4.328,206.1442731
4.349,197.9151351
4.37,251.9617971
4.391,194.3382981
4.412,182.0485941
4.433,199.5145431
4.454,219.6300861
4.475,183.9053781
4.496,209.2258911
4.517,189.9583101
4.538,190.0387401
4.559,214.0390521
4.58,189.4688361
4.601,178.5429951
4.622,218.1731541
4.643,226.9204911
4.664,199.8948621
4.685,241.4886621
4.706,219.8415021
4.727,249.5121291
4.748,193.8614631
4.769,172.2901371
4.79,187.3799541
4.811,177.4077831
4.832,173.7424731
4.853,192.6952281
4.874,194.5393731
4.895,181.8199431
4.916,177.0619341
4.937,173.1220131
4.958,167.6401341
4.979,157.4036931
5,135.8036421
5.021,119.7888801
5.042,104.5439481
5.063,93.0953121
5.084,88.6923441
5.105,86.9355231
5.126,83.3621331
5.147,80.9687661
5.168,81.7397451
5.189,77.3655021
5.21,77.4987861
5.231,76.6513986
5.252,71.8854615
5.273,73.9361967
5.294,70.2039
5.315,67.6280718
5.336,69.2416125
5.357,64.6314798
5.378,62.515941
5.399,62.6965638
5.42,59.0324028
5.441,58.3470243
5.462,57.2928168
5.483,54.7508841
5.504,54.9156507
5.525,53.0772507
5.546,50.9861856
5.567,51.8824056
5.588,49.2275262
5.609,47.5489521
5.63,47.4196896
5.651,44.3098062
5.672,43.4589717
5.693,42.6790305
5.714,39.7154148
5.735,38.9977494
5.756,37.5515031
5.777,36.5476218
5.798,36.2843859
5.819,34.6301706
5.84,33.9670827
5.861,33.6550143
5.882,32.088123
5.903,31.398723
5.924,30.6379701
5.945,29.0785473
5.966,28.2128907
5.987,26.8608624
6.008,25.4644827
6.029,24.9759279
6.05,23.3753709
6.071,23.0781246
6.092,23.1376428
6.113,22.1082537
6.134,22.1691507
6.155,21.9174048
6.176,21.1997394
6.197,21.0747282
6.218,20.2859397
6.239,20.0474073
6.26,19.8020958
6.281,18.7411092
6.302,17.8740738
6.323,17.4278022
6.344,16.8731799
6.365,16.0623306
6.386,16.1107035
6.407,15.8451696
6.428,16.1876865
6.449,15.7222266
6.47,15.9177864
6.491,16.0612965
6.512,15.3459291
6.533,15.3255918
6.554,14.9145945
6.575,14.3980041
6.596,13.9257651
6.617,12.9766911
6.638,12.4233327
6.659,11.9281137
6.68,11.3500518
6.701,11.2121718
6.722,11.3202927
6.743,11.0192547
6.764,10.8863154
6.785,10.4220045
6.806,10.1746248
6.827,9.5246355
6.848,9.0781341
6.869,8.4881226
6.89,8.618649
6.911,8.0585115
6.932,7.0979475
6.953,6.4674912
6.974,5.8293366
6.995,5.1143139
7.016,4.991256
7.037,4.7675457
